eigenvalue,cum_var_share
3.8947664593670304,0.4868458074208788
2.07559867179127,0.7462956413947875
0.9770175657791698,0.8684228371171838
0.7073939361993312,0.9568470791421002
0.2174363210298809,0.9840266192708353
0.11234399938025641,0.9980696191933673
0.015443046453061677,1.0
2.460777803315604e-17,1.0
